cod_usuario,cod_produto,data_venda,quantidade,valor_compra
445360,12,10/07/2021,13,1007.5
342021,12,06/05/2019,2,155
223390,17,17/08/2020,13,7593.3
129749,20,27/05/2021,5,649.5
48457,14,22/12/2020,16,2223.84
136207,14,17/10/2020,12,1667.88
302523,20,01/02/2020,15,1948.5
290508,17,05/01/2020,20,11682
99458,20,18/09/2020,17,2208.3
144088,3,17/05/2021,12,24594
64119,5,21/07/2021,13,5681
131137,14,09/11/2020,8,1111.92
495465,21,01/01/2021,20,119982
22785,8,01/06/2021,8,1756.56
357751,18,24/09/2019,19,150.1
343009,9,24/01/2019,8,3112.8
222405,10,28/03/2021,2,1399.8
58515,1,27/08/2020,17,78045.3
492696,15,21/06/2021,6,29.94
326350,6,22/07/2020,2,1799.8
349604,8,15/02/2020,17,3732.69
111189,19,07/02/2019,8,19999.2
12471,12,06/07/2021,9,697.5
274417,9,04/04/2021,13,5058.3
326441,11,19/08/2020,4,199.6
337571,2,06/05/2020,15,20186.7
232085,8,07/07/2020,2,439.14
1141,11,06/01/2021,16,798.4
383684,16,14/07/2021,18,90
376669,21,01/05/2021,18,107983.8
109993,10,06/02/2021,5,3499.5
483385,3,30/04/2021,4,8198
206748,2,18/01/2021,14,18840.92
382382,9,08/07/2021,3,1167.3
306925,13,24/04/2019,3,29.7
274934,6,08/07/2021,3,2699.7
27435,9,01/12/2020,15,5836.5
408406,15,22/07/2021,14,69.86
166102,15,23/04/2021,2,9.98
309155,13,19/04/2021,19,188.1
117466,17,24/04/2021,7,4088.7
476957,9,29/04/2020,17,6614.7
181353,1,19/06/2021,16,73454.4
414862,6,09/11/2019,19,17098.1
189574,21,03/04/2020,6,35994.6
355390,17,10/03/2021,20,11682
69107,15,28/05/2021,19,94.81
62251,7,04/02/2021,9,11704.41
410000,6,08/06/2021,5,4499.5
382178,12,28/05/2021,12,930
375620,6,25/11/2020,3,2699.7
225580,12,14/08/2020,6,465
194651,11,15/12/2019,8,399.2
467066,2,22/01/2021,1,1345.78
379599,10,16/12/2019,10,6999
19933,7,07/07/2021,13,16906.37
128376,12,24/08/2020,3,232.5
419324,3,15/09/2020,5,10247.5
227126,14,02/06/2020,4,555.96
266231,20,21/06/2019,3,389.7
456942,15,17/07/2021,7,34.93
461013,9,03/01/2021,10,3891
61849,6,20/02/2020,5,4499.5
344156,21,12/07/2021,8,47992.8
449013,5,06/03/2021,8,3496
39675,2,25/02/2021,14,18840.92
118377,9,16/07/2020,7,2723.7
429215,14,16/10/2020,2,277.98
279738,3,02/11/2020,1,2049.5
466291,3,30/04/2021,16,32792
101161,14,11/12/2019,7,972.93
138306,15,08/06/2021,13,64.87
202270,2,23/09/2020,2,2691.56
145168,3,16/07/2021,17,34841.5
114748,8,08/09/2020,13,2854.41
308155,13,12/06/2021,17,168.3
280653,10,25/03/2021,5,3499.5
327382,10,14/12/2020,3,2099.7
157832,17,18/05/2021,1,584.1
229417,7,17/10/2019,2,2600.98
418263,16,30/05/2021,2,10
228670,8,15/02/2019,2,439.14
244070,9,10/02/2019,16,6225.6
168936,12,12/02/2021,7,542.5
83496,17,07/04/2021,13,7593.3
400305,5,17/05/2019,20,8740
168163,19,21/06/2021,18,44998.2
39460,2,21/05/2019,6,8074.68
40836,7,28/02/2020,8,10403.92
122760,2,16/08/2020,16,21532.48
50404,12,18/07/2020,14,1085
315406,21,28/01/2021,10,59991
389369,16,20/07/2021,10,50
405183,6,01/05/2021,7,6299.3
337502,6,30/05/2020,13,11698.7
302622,18,22/07/2020,5,39.5
144220,8,02/06/2021,3,658.71
249296,13,17/02/2020,4,39.6
454118,16,18/06/2021,4,20
246159,16,02/08/2020,8,40
451258,12,05/11/2020,6,465
310320,6,10/03/2021,6,5399.4
106746,7,25/07/2021,20,26009.8
455239,20,21/06/2021,14,1818.6
496468,19,06/01/2020,11,27498.9
475071,21,02/02/2021,17,101984.7
220984,9,06/08/2020,2,778.2
93208,7,20/02/2021,16,20807.84
93543,18,06/10/2020,11,86.9
417995,17,25/07/2021,8,4672.8
484955,18,04/04/2020,15,118.5
466360,4,20/10/2020,6,353.4
135223,10,09/04/2021,15,10498.5
94291,14,25/02/2021,7,972.93
135813,2,09/05/2020,20,26915.6
253892,11,20/04/2019,13,648.7
15524,5,15/12/2019,17,7429
36260,7,05/07/2020,17,22108.33
315037,15,31/07/2021,16,79.84
245857,8,21/07/2021,4,878.28
116971,15,28/12/2019,6,29.94
215752,14,08/10/2020,3,416.97
138731,4,26/07/2021,12,706.8
87635,18,10/07/2020,19,150.1
417655,5,16/05/2020,17,7429
29972,16,30/06/2021,14,70
71718,6,07/10/2019,15,13498.5
103595,7,07/02/2020,12,15605.88
97195,2,06/08/2020,8,10766.24
200647,1,16/09/2019,14,64272.6
470385,16,04/10/2020,4,20
441114,10,05/11/2020,3,2099.7
229565,19,08/03/2021,8,19999.2
43903,20,07/09/2020,8,1039.2
199715,18,03/11/2020,4,31.6
151528,10,07/06/2021,7,4899.3
188192,13,01/07/2021,17,168.3
487218,17,27/08/2020,5,2920.5
65549,15,28/11/2020,2,9.98
318119,13,12/10/2019,9,89.1
203518,18,16/09/2020,18,142.2
355110,1,13/12/2019,1,4590.9
305962,10,31/10/2019,15,10498.5
89786,13,05/05/2021,9,89.1
345276,15,19/07/2020,12,59.88
318591,12,29/07/2021,20,1550
435178,18,10/01/2021,11,86.9
433240,15,02/01/2021,3,14.97
414360,7,17/07/2021,3,3901.47
416033,14,13/06/2021,1,138.99
221744,20,25/06/2020,16,2078.4
344733,9,13/09/2020,18,7003.8
435534,8,27/01/2020,12,2634.84
80122,2,27/07/2021,16,21532.48
105289,7,15/07/2021,20,26009.8
184157,16,05/04/2020,12,60
439327,14,29/12/2020,15,2084.85
152004,16,13/07/2020,16,80
349624,9,25/07/2020,17,6614.7
47352,7,15/10/2020,19,24709.31
57236,12,03/06/2019,6,465
62008,2,15/12/2020,12,16149.36
66978,13,20/06/2021,12,118.8
307714,9,16/07/2021,10,3891
63226,12,14/05/2019,3,232.5
58726,6,07/07/2021,19,17098.1
314950,13,30/07/2021,15,148.5
425026,17,24/04/2021,10,5841
346030,16,09/02/2019,18,90
350433,14,28/12/2020,6,833.94
371306,6,19/02/2021,10,8999
387215,19,07/03/2021,19,47498.1
472794,15,29/07/2021,7,34.93
332872,17,10/05/2020,1,584.1
94066,11,08/10/2019,16,798.4
160361,17,02/09/2018,19,11097.9
76566,19,14/06/2020,8,19999.2
357814,20,27/04/2021,16,2078.4
17963,19,20/06/2021,5,12499.5
58845,20,20/03/2020,6,779.4
211601,16,30/07/2021,20,100
166554,9,27/07/2021,20,7782
459207,18,29/04/2021,16,126.4
475242,4,22/05/2019,17,1001.3
290284,12,15/04/2021,7,542.5
20704,3,22/06/2021,11,22544.5
434239,2,24/05/2020,9,12112.02
239645,4,05/07/2021,4,235.6
211666,12,03/06/2021,3,232.5
379580,10,31/05/2021,16,11198.4
425190,4,24/12/2019,18,1060.2
59745,15,25/07/2021,17,84.83
285800,21,14/05/2020,6,35994.6
422695,13,26/07/2021,3,29.7
391295,1,23/12/2020,12,55090.8
327521,6,12/10/2020,5,4499.5
382880,1,12/07/2021,2,9181.8
498427,4,14/07/2021,3,176.7
240354,12,26/04/2021,5,387.5
431098,15,20/09/2019,13,64.87
405250,17,31/07/2021,8,4672.8
139500,15,29/06/2021,12,59.88
237533,5,25/04/2021,1,437
126780,10,06/02/2021,18,12598.2
56335,12,03/07/2021,5,387.5
355805,5,11/06/2019,16,6992
11995,15,13/03/2021,7,34.93
494297,10,22/09/2020,14,9798.6
10411,3,17/11/2020,7,14346.5
210881,8,05/09/2019,15,3293.55
413853,15,08/06/2021,20,99.8
499486,5,11/02/2021,4,1748
419975,6,01/06/2020,12,10798.8
223177,4,20/12/2020,10,589
388650,5,11/12/2020,6,2622
465364,12,16/02/2021,5,387.5
267256,2,15/11/2018,12,16149.36
418757,21,04/03/2021,7,41993.7
448844,15,10/07/2021,15,74.85
471285,14,23/05/2021,12,1667.88
331910,5,27/07/2021,13,5681
444500,20,10/01/2020,19,2468.1
123791,4,04/04/2021,17,1001.3
82668,5,04/06/2018,15,6555
10641,6,26/05/2021,2,1799.8
90366,5,21/07/2021,4,1748
268240,9,12/01/2021,15,5836.5
221715,12,19/02/2021,7,542.5
269832,10,03/01/2020,4,2799.6
373834,19,18/12/2019,14,34998.6
313452,9,20/02/2021,4,1556.4
142385,17,04/05/2021,20,11682
373272,18,05/05/2020,7,55.3
192082,19,09/10/2019,9,22499.1
496269,12,05/08/2020,3,232.5
184520,19,18/01/2020,13,32498.7
233198,16,15/07/2021,7,35
411236,6,18/05/2021,9,8099.1
163946,1,26/06/2020,10,45909
464380,11,28/07/2021,4,199.6
281563,10,02/06/2021,2,1399.8
1946,12,04/09/2019,17,1317.5
415261,4,07/03/2021,5,294.5
284060,10,14/12/2020,12,8398.8
489760,13,10/07/2021,15,148.5
127444,17,23/05/2021,8,4672.8
488464,21,13/05/2020,14,83987.4
213585,19,08/06/2021,18,44998.2
60253,16,09/07/2021,14,70
263681,4,05/07/2021,11,647.9
237792,1,30/11/2020,13,59681.7
424228,8,08/12/2020,15,3293.55
200518,9,27/06/2021,6,2334.6
209742,17,31/07/2021,7,4088.7
133569,18,31/05/2020,1,7.9
197162,9,17/08/2020,17,6614.7
312685,16,23/03/2019,12,60
110157,19,24/04/2021,16,39998.4
273845,2,22/03/2021,11,14803.58
25821,21,11/07/2021,13,77988.3
290710,6,26/06/2021,2,1799.8
356287,14,15/07/2021,20,2779.8
168879,1,20/03/2020,12,55090.8
377340,7,11/12/2019,19,24709.31
190286,15,29/04/2021,13,64.87
462687,14,29/01/2020,11,1528.89
49351,10,22/08/2020,16,11198.4
152731,3,04/03/2019,1,2049.5
176570,18,24/03/2021,8,63.2
77272,18,07/11/2020,10,79
266597,4,23/09/2020,16,942.4
178252,11,17/09/2020,9,449.1
199521,21,17/09/2020,17,101984.7
20622,7,27/07/2021,15,19507.35
420725,15,11/02/2020,11,54.89
386575,8,21/02/2020,11,2415.27
419004,1,28/04/2021,9,41318.1
32002,13,21/07/2021,11,108.9
101869,11,24/08/2019,20,998
344559,2,08/11/2020,9,12112.02
305376,5,15/09/2020,7,3059
219733,5,29/04/2020,18,7866
293368,13,11/06/2020,15,148.5
69910,6,08/06/2020,5,4499.5
138735,18,30/04/2020,3,23.7
285046,16,24/12/2019,14,70
234881,2,27/07/2021,11,14803.58
252386,7,09/02/2021,14,18206.86
135151,14,10/12/2020,11,1528.89
276900,2,16/12/2020,4,5383.12
463113,20,28/07/2021,8,1039.2
227920,15,07/08/2020,20,99.8
375859,8,14/06/2021,10,2195.7
461215,19,26/03/2021,1,2499.9
230,17,28/07/2021,5,2920.5
304856,18,10/03/2021,6,47.4
407869,18,08/05/2021,10,79
200108,5,27/09/2020,3,1311
460611,8,21/02/2021,5,1097.85
244878,18,05/02/2021,7,55.3
12142,4,14/04/2021,9,530.1
158259,8,26/01/2021,19,4171.83
494669,6,25/06/2021,10,8999
455435,8,03/12/2019,1,219.57
52001,1,26/10/2020,18,82636.2
94824,3,24/01/2021,1,2049.5
28987,10,18/12/2020,2,1399.8
124055,20,27/10/2019,2,259.8
178124,13,27/01/2021,11,108.9
78687,8,02/05/2021,13,2854.41
76998,5,19/02/2020,18,7866
382198,18,24/09/2020,11,86.9
114584,21,31/03/2021,2,11998.2
435427,7,06/03/2021,12,15605.88
468221,1,01/03/2020,7,32136.3
345889,10,24/10/2018,11,7698.9
255662,12,29/06/2021,17,1317.5
410766,10,02/03/2020,17,11898.3
73740,4,14/07/2021,2,117.8
339919,11,30/08/2020,13,648.7
239804,21,25/11/2020,1,5999.1
221319,18,30/05/2021,1,7.9
32727,10,15/10/2020,17,11898.3
239115,14,31/05/2021,10,1389.9
193022,21,02/02/2020,20,119982
190542,19,23/07/2021,19,47498.1
459569,2,11/04/2019,11,14803.58
7258,5,15/11/2019,16,6992
500,5,27/06/2021,5,2185
391844,12,18/06/2021,16,1240
430592,11,25/05/2021,16,798.4
182432,14,18/05/2020,16,2223.84
299330,21,17/07/2021,11,65990.1
488074,18,13/05/2019,10,79
238017,17,27/09/2020,12,7009.2
86431,3,05/12/2020,17,34841.5
433503,5,02/04/2021,8,3496
123071,1,25/03/2021,1,4590.9
339453,3,12/09/2019,17,34841.5
80247,9,04/02/2020,16,6225.6
79911,4,30/11/2020,20,1178
98168,4,24/05/2019,20,1178
72502,17,26/07/2021,9,5256.9
105862,21,04/12/2020,15,89986.5
409458,16,19/10/2020,11,55
433685,15,26/03/2021,19,94.81
492009,6,07/07/2021,2,1799.8
338121,6,11/05/2021,10,8999
66104,20,15/05/2021,16,2078.4
101281,11,10/08/2020,11,548.9
158966,1,24/06/2021,14,64272.6
25312,1,15/05/2021,16,73454.4
330006,21,31/12/2020,12,71989.2
392778,18,26/05/2021,9,71.1
175510,10,09/03/2021,2,1399.8
464533,21,08/10/2020,7,41993.7
75788,6,01/08/2020,14,12598.6
266787,11,14/05/2021,15,748.5
45693,16,17/06/2021,1,5
475530,14,27/06/2021,3,416.97
183390,7,10/03/2021,15,19507.35
70357,8,15/07/2021,16,3513.12
334746,17,20/07/2021,11,6425.1
67355,8,27/05/2021,19,4171.83
22108,19,22/06/2021,19,47498.1
368504,21,14/07/2021,10,59991
212551,12,29/06/2021,16,1240
42924,20,14/12/2019,8,1039.2
160321,19,01/03/2021,18,44998.2
140572,5,21/03/2021,20,8740
492598,18,30/04/2021,18,142.2
355324,17,30/07/2021,5,2920.5
9585,14,22/06/2021,10,1389.9
22044,2,05/01/2021,20,26915.6
455048,20,28/02/2021,16,2078.4
417173,18,25/11/2020,17,134.3
96084,13,23/02/2020,17,168.3
152338,16,02/06/2021,11,55
394120,18,14/05/2020,3,23.7
337993,19,27/04/2020,2,4999.8
223367,4,01/06/2021,7,412.3
264963,1,26/05/2020,9,41318.1
64640,19,22/06/2021,20,49998
325170,14,04/01/2021,10,1389.9
158748,8,14/05/2021,19,4171.83
80615,18,03/06/2021,17,134.3
195474,15,12/10/2020,3,14.97
196810,19,16/06/2018,4,9999.6
292389,3,28/06/2021,8,16396
228606,9,30/05/2021,8,3112.8
139963,4,05/07/2020,13,765.7
54221,15,17/05/2021,20,99.8
6214,16,10/03/2020,18,90
90596,6,19/08/2019,13,11698.7
376558,2,16/08/2019,20,26915.6
145440,15,07/02/2021,2,9.98
359955,15,30/06/2021,12,59.88
389284,18,23/06/2021,12,94.8
362557,10,07/01/2020,12,8398.8
258427,19,17/07/2021,17,42498.3
92996,2,18/03/2021,7,9420.46
89102,19,04/10/2019,7,17499.3
368475,9,01/05/2021,6,2334.6
376739,4,19/06/2021,12,706.8
318110,8,29/06/2021,10,2195.7
11883,14,15/03/2021,9,1250.91
465724,21,21/10/2020,3,17997.3
254067,10,05/06/2021,18,12598.2
64606,14,20/01/2021,4,555.96
106981,13,18/11/2020,14,138.6
311886,3,12/10/2020,2,4099
482385,21,28/05/2021,19,113982.9
334112,8,30/07/2021,6,1317.42
276952,6,07/07/2021,17,15298.3
156620,1,01/06/2021,8,36727.2
400300,1,24/07/2021,10,45909
413119,17,16/10/2020,20,11682
471525,4,27/05/2021,19,1119.1
221285,12,26/02/2021,2,155
458790,16,11/02/2020,5,25
254570,19,28/07/2020,15,37498.5
267257,12,05/06/2021,7,542.5
52977,16,06/06/2020,5,25
39445,16,15/04/2020,13,65
56485,6,08/04/2021,16,14398.4
179871,16,03/06/2021,19,95
212538,12,23/07/2019,6,465
226546,15,10/07/2020,6,29.94
45029,6,30/10/2020,14,12598.6
403070,6,02/11/2020,7,6299.3
119716,5,03/12/2020,2,874
360078,4,20/12/2020,14,824.6
228268,20,20/07/2020,5,649.5
32501,19,24/02/2021,12,29998.8
394917,15,18/07/2021,10,49.9
432995,16,14/06/2021,12,60
274552,20,29/03/2019,20,2598
496740,11,13/07/2021,3,149.7
42398,5,05/05/2021,19,8303
129632,5,07/04/2021,20,8740
448401,5,07/04/2020,15,6555
360903,18,11/07/2020,20,158
134480,21,27/02/2020,14,83987.4
384978,11,16/05/2019,6,299.4
31237,13,06/01/2021,2,19.8
201866,5,19/05/2020,15,6555
289122,19,04/06/2021,11,27498.9
276144,17,31/07/2021,17,9929.7
124599,11,21/12/2020,17,848.3
11768,12,06/01/2021,17,1317.5
218411,20,27/02/2021,11,1428.9
383826,21,24/08/2020,5,29995.5
319179,11,29/01/2021,19,948.1
16431,15,04/11/2020,20,99.8
388816,7,22/08/2019,4,5201.96
198314,18,17/07/2021,10,79
77327,19,15/07/2020,9,22499.1
261272,3,30/03/2021,20,40990
152005,18,26/10/2020,9,71.1
19687,5,02/04/2020,13,5681
415896,8,05/10/2019,2,439.14
189796,3,16/09/2020,19,38940.5
14327,11,03/08/2019,15,748.5
175219,3,24/07/2021,7,14346.5
303217,15,20/01/2020,6,29.94
215665,19,01/11/2020,12,29998.8
428802,19,28/01/2021,6,14999.4
264809,20,15/03/2021,3,389.7
139290,9,28/05/2021,20,7782
266215,4,19/03/2021,11,647.9
39183,20,26/01/2020,18,2338.2
347781,6,25/06/2020,8,7199.2
78663,11,22/02/2021,19,948.1
476994,5,07/11/2020,20,8740
13294,14,13/09/2020,4,555.96
110100,3,12/12/2019,14,28693
382923,8,24/07/2021,3,658.71
433636,10,28/04/2020,19,13298.1
407305,21,01/10/2020,17,101984.7
470796,10,30/07/2021,5,3499.5
269964,15,05/12/2019,2,9.98
82968,3,12/02/2019,20,40990
106352,19,24/06/2021,3,7499.7
190217,16,07/06/2021,12,60
156549,11,21/05/2020,19,948.1
184516,5,17/09/2020,20,8740
102991,19,26/10/2019,6,14999.4
153163,2,27/06/2021,8,10766.24
114456,20,02/07/2020,9,1169.1
293383,8,25/09/2020,20,4391.4
245770,19,11/06/2019,8,19999.2
16372,3,24/03/2021,9,18445.5
473473,19,25/03/2021,4,9999.6
394455,10,06/05/2021,9,6299.1
297976,2,07/03/2020,14,18840.92
324865,20,06/01/2021,4,519.6
369317,16,05/06/2021,10,50
155565,15,15/06/2020,18,89.82
216409,9,10/11/2020,10,3891
82804,16,09/10/2020,6,30
29485,20,03/12/2020,6,779.4
496423,9,24/05/2021,13,5058.3
340199,3,23/12/2020,1,2049.5
213073,13,24/12/2019,9,89.1
95409,8,12/04/2021,20,4391.4
89996,4,11/12/2020,11,647.9
299388,7,11/04/2020,4,5201.96
21615,11,14/04/2020,13,648.7
108621,1,03/09/2019,20,91818
69193,9,04/11/2019,5,1945.5
311778,14,25/08/2020,3,416.97
202363,7,27/05/2021,13,16906.37
233871,17,04/10/2019,16,9345.6
327104,21,05/03/2021,13,77988.3
390007,4,14/03/2020,13,765.7
221512,2,01/07/2021,13,17495.14
375004,16,11/07/2020,5,25
166754,9,30/05/2019,10,3891
448326,20,19/06/2021,5,649.5
395738,11,15/03/2021,10,499
157872,3,10/04/2021,1,2049.5
181427,3,12/09/2019,18,36891
326629,21,25/12/2020,5,29995.5
99108,10,01/06/2021,5,3499.5
185515,18,30/07/2020,11,86.9
41162,10,24/07/2021,18,12598.2
319285,16,13/10/2020,12,60
35053,1,20/02/2020,10,45909
221970,19,20/06/2021,5,12499.5
282657,21,17/07/2021,10,59991
153176,11,30/10/2020,20,998
451672,16,19/07/2019,14,70
485097,10,04/01/2021,16,11198.4
131300,9,16/03/2021,7,2723.7
498749,14,29/07/2021,14,1945.86
49872,6,22/07/2021,18,16198.2
231988,6,29/07/2021,15,13498.5
237422,7,13/10/2018,5,6502.45
225397,15,30/03/2021,2,9.98
220949,7,16/08/2019,4,5201.96
393851,14,19/03/2021,2,277.98
52412,13,24/06/2021,17,168.3
393826,12,30/07/2020,15,1162.5
429254,11,17/08/2020,8,399.2
46699,15,22/08/2018,8,39.92
67545,16,09/07/2019,15,75
238679,13,24/03/2020,14,138.6
334139,20,06/11/2020,9,1169.1
27276,14,25/02/2021,11,1528.89
493936,12,20/06/2021,7,542.5
372070,7,24/07/2020,13,16906.37
417936,19,25/07/2021,3,7499.7
26852,12,03/12/2020,15,1162.5
39918,4,24/12/2020,11,647.9
433765,17,03/12/2020,8,4672.8
90718,21,29/07/2021,17,101984.7
231986,20,04/10/2020,1,129.9
278329,17,16/09/2020,20,11682
70741,1,03/10/2020,3,13772.7
257747,12,10/12/2020,15,1162.5
279442,20,03/10/2020,5,649.5
102157,10,07/04/2021,11,7698.9
210533,18,25/05/2021,15,118.5
393266,5,19/03/2021,11,4807
164918,8,03/06/2019,4,878.28
421031,13,02/12/2020,17,168.3
242342,12,01/04/2021,20,1550
72235,21,30/07/2021,16,95985.6
231694,1,21/04/2021,2,9181.8
271895,20,04/03/2021,16,2078.4
411483,20,18/05/2021,9,1169.1
372773,12,03/09/2019,16,1240
102176,4,07/11/2019,2,117.8
156370,8,09/10/2020,9,1976.13
251443,11,19/06/2019,10,499
397126,14,04/02/2021,7,972.93
205810,4,22/05/2021,20,1178
420824,16,02/07/2021,10,50
155288,11,18/11/2020,6,299.4
269256,5,30/05/2020,10,4370
319174,6,30/12/2020,14,12598.6
407047,10,30/10/2020,7,4899.3
365416,21,25/03/2020,9,53991.9
405921,16,14/11/2019,12,60
297067,8,29/03/2021,6,1317.42
3795,20,19/12/2020,20,2598
305704,17,19/04/2021,3,1752.3
203986,17,01/07/2021,18,10513.8
390380,20,01/11/2020,11,1428.9
245245,14,22/02/2021,19,2640.81
39373,1,02/09/2020,12,55090.8
208718,18,05/04/2021,20,158
414848,8,03/06/2021,19,4171.83
260004,6,04/08/2020,1,899.9
13903,13,15/12/2020,15,148.5
402618,21,19/05/2021,13,77988.3
137880,19,26/09/2020,4,9999.6
193392,21,30/06/2021,20,119982
69536,11,04/01/2021,14,698.6
44321,7,19/10/2019,7,9103.43
416216,2,24/07/2019,16,21532.48
116573,4,26/06/2019,3,176.7
20342,18,14/03/2020,18,142.2
453976,15,10/02/2021,7,34.93
9991,4,28/06/2021,18,1060.2
423771,21,21/04/2020,9,53991.9
401297,11,31/12/2020,5,249.5
185251,12,14/08/2020,3,232.5
413763,14,22/06/2021,18,2501.82
472856,17,15/09/2020,15,8761.5
263326,8,20/09/2020,18,3952.26
413344,14,24/06/2020,9,1250.91
126847,3,07/04/2021,7,14346.5
445120,20,08/04/2021,20,2598
63756,21,24/03/2021,17,101984.7
371067,21,26/01/2021,9,53991.9
426710,18,25/07/2021,18,142.2
353290,11,10/04/2020,3,149.7
317941,6,08/12/2019,3,2699.7
426955,3,07/08/2019,17,34841.5
270726,13,25/08/2019,4,39.6
377947,20,05/06/2021,17,2208.3
171466,14,30/08/2020,9,1250.91
139948,5,19/07/2021,4,1748
105849,7,23/07/2021,9,11704.41
150299,14,06/10/2019,4,555.96
42868,12,25/07/2020,7,542.5
357652,10,03/06/2021,15,10498.5
111887,15,11/04/2020,4,19.96
115586,19,04/07/2021,17,42498.3
309336,2,11/07/2021,14,18840.92
372019,4,14/02/2020,3,176.7
262143,10,03/07/2021,8,5599.2
375739,8,23/03/2021,18,3952.26
192912,10,07/09/2020,3,2099.7
416818,15,13/07/2021,5,24.95
291031,14,04/05/2021,15,2084.85
450158,21,07/07/2019,7,41993.7
65262,7,15/06/2021,11,14305.39
360293,1,05/09/2019,15,68863.5
35822,3,30/03/2020,3,6148.5
118393,9,07/09/2020,18,7003.8
117149,1,15/07/2021,2,9181.8
444373,4,10/03/2021,19,1119.1
380344,18,24/02/2021,15,118.5
239365,13,18/07/2021,18,178.2
65069,5,05/03/2021,19,8303
318988,9,16/07/2019,14,5447.4
365527,6,07/09/2020,6,5399.4
262899,18,18/06/2019,20,158
283550,6,14/05/2021,11,9898.9
243666,19,11/03/2021,20,49998
480976,9,26/07/2021,10,3891
438671,15,27/05/2020,4,19.96
256851,6,08/02/2021,4,3599.6
448548,3,11/01/2021,5,10247.5
358143,5,12/12/2020,5,2185
271763,5,27/07/2021,6,2622
373165,7,19/06/2021,17,22108.33
217361,12,23/03/2021,9,697.5
488252,10,22/02/2020,2,1399.8
16566,17,18/07/2021,1,584.1
206804,10,30/07/2021,6,4199.4
286927,6,07/01/2020,18,16198.2
402063,4,14/01/2021,6,353.4
222755,11,29/07/2021,8,399.2
427754,2,20/02/2021,4,5383.12
57274,9,14/10/2020,3,1167.3
73121,2,02/03/2021,2,2691.56
201593,19,21/12/2019,3,7499.7
309251,7,30/01/2021,5,6502.45
493848,2,11/07/2021,17,22878.26
249654,17,18/12/2020,11,6425.1
427073,15,14/03/2021,18,89.82
325371,14,12/06/2021,13,1806.87
422455,5,27/07/2021,4,1748
34779,3,30/10/2020,10,20495
406878,12,13/05/2020,4,310
396428,9,15/06/2021,8,3112.8
46893,14,26/05/2019,11,1528.89
458997,6,29/06/2021,5,4499.5
175581,13,18/12/2020,19,188.1
21572,10,22/06/2020,13,9098.7
281650,11,31/05/2021,11,548.9
195505,15,22/07/2020,1,4.99
345349,11,13/04/2021,2,99.8
51755,6,26/03/2020,10,8999
211826,8,20/06/2021,10,2195.7
415707,11,23/02/2020,8,399.2
284040,9,25/05/2021,15,5836.5
178888,17,09/03/2020,18,10513.8
190816,7,17/12/2020,7,9103.43
33266,8,19/03/2021,9,1976.13
461510,16,14/03/2021,15,75
295418,21,26/07/2021,15,89986.5
195501,13,05/01/2020,19,188.1
291366,5,16/02/2021,6,2622
419814,13,08/03/2021,8,79.2
459106,8,27/07/2021,1,219.57
469429,10,09/01/2021,9,6299.1
444447,18,09/01/2020,14,110.6
223190,5,16/05/2020,1,437
86828,16,03/04/2020,9,45
77197,18,09/08/2020,10,79
199505,11,11/07/2021,19,948.1
195640,21,27/03/2020,6,35994.6
296518,19,20/07/2020,8,19999.2
318025,11,08/06/2021,10,499
475684,21,27/11/2019,10,59991
89328,19,17/10/2020,4,9999.6
307977,17,25/10/2020,9,5256.9
140995,7,02/06/2021,10,13004.9
26321,16,20/04/2021,15,75
420630,3,14/11/2019,13,26643.5
298637,6,31/05/2020,17,15298.3
351869,21,29/01/2021,5,29995.5
200974,8,17/05/2019,19,4171.83
428479,12,18/06/2020,5,387.5
343188,4,28/01/2021,9,530.1
71230,9,06/05/2021,1,389.1
90364,10,13/04/2021,2,1399.8
395712,3,25/02/2020,8,16396
332550,17,13/07/2021,8,4672.8
377252,3,22/01/2019,11,22544.5
225385,10,23/05/2021,8,5599.2
452070,6,25/04/2021,20,17998
456384,15,26/03/2021,1,4.99
484254,13,18/01/2021,10,99
358216,3,29/10/2020,20,40990
36306,9,12/11/2020,9,3501.9
411274,17,23/03/2021,2,1168.2
211145,20,16/07/2021,10,1299
260666,17,07/12/2018,6,3504.6
138347,2,18/05/2021,16,21532.48
483115,15,09/04/2019,17,84.83
383421,11,10/10/2020,3,149.7
406081,21,04/02/2020,20,119982
74757,10,22/09/2020,17,11898.3
302686,2,20/07/2021,11,14803.58
326771,8,19/05/2020,8,1756.56
401637,7,03/06/2021,13,16906.37
440191,7,09/07/2021,17,22108.33
186683,10,21/08/2020,1,699.9
34049,1,22/05/2021,19,87227.1
323682,15,11/02/2020,19,94.81
175230,13,14/08/2018,2,19.8
388700,3,21/05/2021,13,26643.5
193702,15,16/06/2020,6,29.94
174729,15,28/03/2019,14,69.86
274494,17,11/06/2020,7,4088.7
329451,10,31/01/2021,15,10498.5
94157,16,12/04/2020,14,70
437346,2,22/05/2021,12,16149.36
122728,4,14/06/2019,4,235.6
468369,1,25/06/2021,8,36727.2
379313,17,06/07/2020,3,1752.3
261468,13,17/02/2021,12,118.8
468986,6,09/03/2020,12,10798.8
210249,5,30/05/2021,15,6555
138009,18,13/11/2020,8,63.2
149285,3,12/01/2020,1,2049.5
448853,8,02/10/2020,6,1317.42
8191,20,22/06/2021,17,2208.3
129778,20,11/07/2021,19,2468.1
313131,19,07/09/2020,12,29998.8
458920,15,09/02/2019,18,89.82
